username,comment,rating,likes,create_time,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,fake_score,fake_pred
abuhasan1977,"Desain:menarik seperti dell pada umumnya
Kondisi Barang:cukup baik walaupun banyak goresan,namun datang dengan kondisi aman dengan pengaman tebal
Kualitas:cukup baik dengan spek yang tinggi performanya bagus

Cukup rekomended bagi yang mencari laptop second",5,0,1741686289,desain menarik seperti dell pada umumnya kondisi barang cukup baik walaupun banyak goresan namun datang dengan kondisi aman dengan pengaman tebal kualitas cukup baik dengan spek yang tinggi performanya bagus cukup rekomended bagi yang mencari laptop second,desain menarik seperti dell pada umumnya kondisi barang cukup baik walaupun banyak goresan namun datang dengan kondisi aman dengan pengaman tebal kualitas cukup baik dengan spek yang tinggi performanya bagus cukup rekomended bagi yang mencari laptop second,37,positive,0.75,256,0.0078125,0.32432432432432434,0.0,0.0,0.08303420608108109,0
rzf6sw1a2a,"Desain:terlihat keren
Kondisi Barang:datang dalam keadaan mulus
Kualitas:baik

Saya suka",5,0,1741764787,desain terlihat keren kondisi barang datang dalam keadaan mulus kualitas baik saya suka,desain terlihat keren kondisi barang datang dalam keadaan mulus kualitas baik saya suka,13,positive,0.75,87,0.011494252873563218,0.0,0.0,0.0,0.0028735632183908046,0
r*****n,"Desain:bagus
Kondisi Barang:bagus
Fungsi:berfungsi dengan baik sampe saat ini

Barangnya sudah saya terima dengan baik dan lengkap 👍👍👍👍
Laptopnya bagus pas di tasku 👌👌👌👌
Semoga awet laptopnya 🤭🤭🤭🤭
Packingannya bagus 🫶🫶🫶🫶
Pengirimannya lama sekali 😌😌😌😌
Kurirnya malas sekali antar paketku jadi saya harus ambil sendiri dengan biaya tambahan 😔😔😔😔
Terima kasih 😊😊😊😊",5,0,1758949477,desain bagus kondisi barang bagus fungsi berfungsi dengan baik sampe saat ini barangnya sudah saya terima dengan baik dan lengkap laptopnya bagus pas di tasku semoga awet laptopnya packingannya bagus pengirimannya lama sekali kurirnya malas sekali antar paketku jadi saya harus ambil sendiri dengan biaya tambahan terima kasih,desain bagus kondisi barang bagus fungsi berfungsi dengan baik sampe saat ini barangnya sudah saya terima dengan baik dan lengkap laptopnya bagus pas di tasku semoga awet laptopnya packingannya bagus pengirimannya lama sekali kurirnya malas sekali antar paketku jadi saya harus ambil sendiri dengan biaya tambahan terima kasih,48,neutral,0.55,326,0.009202453987730062,0.3541666666666667,0.0,0.0,0.09084228016359919,0
72n4g6dlot,"awalnya ragu buat  beli leptop di online shop tapi pas lihat review nya bagus jadi coba ternyata sellernya baik banget. Barangnya bagus, walau bodynya lecet tapi gak papa seller nya ramah pol recommend banget ini toko. Semoga awet kedepannya amin",5,3,1750230807,awalnya ragu buat beli leptop di online shop tapi pas lihat review nya bagus jadi coba ternyata sellernya baik banget barangnya bagus walau bodynya lecet tapi gak papa seller nya ramah pol recommend banget ini toko semoga awet kedepannya amin,awalnya ragu buat beli leptop di online shop tapi pas lihat review nya bagus jadi coba ternyata sellernya baik banget barangnya bagus walau bodynya lecet tapi gak papa seller nya ramah pol recommend banget ini toko semoga awet kedepannya amin,40,positive,0.75,242,0.01652892561983471,0.2,0.0,0.0,0.05413223140495868,0
b*****n,"Sepadan dengan Harga:iya
Fitur Terbaik:-

5 dulu,",5,0,1742012839,sepadan dengan harga iya fitur terbaik 5 dulu,sepadan dengan harga iya fitur terbaik 5 dulu,8,neutral,0.55,45,0.0,0.0,0.0,0.0,0.0,0
koheri1111,"Pengiriman paket telah diterima sesuai dengan pesanan, tested normal",5,0,1742011365,pengiriman paket telah diterima sesuai dengan pesanan tested normal,pengiriman paket telah diterima sesuai dengan pesanan tested normal,9,positive,0.75,67,0.0,0.0,0.0,0.0,0.0,0
reni_arsy,"Desain:modern
Kondisi Barang:mulus
Kualitas:bagusss

Alhamdulillah laptop datang dengan baik dan selamat.. Sesuai pesanan.. Dapat tas jga.. Mantaap sukses selalu",5,0,1741685640,desain modern kondisi barang mulus kualitas bagusss alhamdulillah laptop datang dengan baik dan selamat sesuai pesanan dapat tas jga mantaap sukses selalu,desain modern kondisi barang mulus kualitas bagusss alhamdulillah laptop datang dengan baik dan selamat sesuai pesanan dapat tas jga mantaap sukses selalu,22,positive,0.75,154,0.025974025974025976,0.0,0.0,0.0,0.006493506493506494,0
ajipasetio,"Recomended banget, barang bagus, normal..",5,0,1742185597,recomended banget barang bagus normal,recomended banget barang bagus normal,5,positive,0.75,37,0.0,0.0,0.0,0.0,0.0,0
parfumwanggi1,"Fitur Terbaik:bagus masih mulus

Masih mulus dan bagus",5,1,1742185743,fitur terbaik bagus masih mulus masih mulus dan bagus,fitur terbaik bagus masih mulus masih mulus dan bagus,9,positive,0.75,53,0.0,0.6666666666666666,0.0,0.0,0.16666666666666666,0
marzukialbar,"Semoga awet dan tahan lama
Untuk saat ini lancar jaya. Mulus banget.  kurir jnt pasangkayu sperti biasa lambat",5,0,1741927548,semoga awet dan tahan lama untuk saat ini lancar jaya mulus banget kurir jnt pasangkayu sperti biasa lambat,semoga awet dan tahan lama untuk saat ini lancar jaya mulus banget kurir jnt pasangkayu sperti biasa lambat,18,negative,0.75,107,0.009345794392523364,0.0,0.0,1.0,0.20233644859813085,0
faniacyntia30,"Pengirimannya cepat, laptopnya berguna dengan baik...",5,0,1741932937,pengirimannya cepat laptopnya berguna dengan baik,pengirimannya cepat laptopnya berguna dengan baik,6,positive,0.75,49,0.02040816326530612,0.0,0.0,0.0,0.00510204081632653,0
carmenitanainggolan966,"Desain:bagus
Kondisi Barang:lecet,barangnya kayak ada ditempelin kertas
Fungsi:bagus

Bagus si tapi belakangnya lecet😭,kalo diulasan yang lain mulus nya,tapi gppla",4,2,1741680731,desain bagus kondisi barang lecet barangnya kayak ada ditempelin kertas fungsi bagus bagus si tapi belakangnya lecet kalo diulasan yang lain mulus nya tapi gppla,desain bagus kondisi barang lecet barangnya kayak ada ditempelin kertas fungsi bagus bagus si tapi belakangnya lecet kalo diulasan yang lain mulus nya tapi gppla,25,positive,0.75,161,0.006211180124223602,0.28,0.0,0.0,0.07155279503105591,0
darlina.lyn,"Desain:Menarik
Kondisi Barang:datang dalam keadaan mulus
Fungsi:bekerja dengan baik dan sesuai harapan.",5,0,1741675041,desain menarik kondisi barang datang dalam keadaan mulus fungsi bekerja dengan baik dan sesuai harapan,desain menarik kondisi barang datang dalam keadaan mulus fungsi bekerja dengan baik dan sesuai harapan,15,positive,0.75,102,0.00980392156862745,0.0,0.0,0.0,0.0024509803921568627,0
vitradhevie,Alhamdulillah pesanan sudah sampai dengan selamat. Sdh ke 3 kalinya beli di toko ini. Pelayanan nya ramah. Amanah. Terimakasih Seller😍,5,0,1742183971,alhamdulillah pesanan sudah sampai dengan selamat sdh ke 3 kalinya beli di toko ini pelayanan nya ramah amanah terimakasih seller,alhamdulillah pesanan sudah sampai dengan selamat sdh ke 3 kalinya beli di toko ini pelayanan nya ramah amanah terimakasih seller,20,neutral,0.55,129,0.015503875968992248,0.0,0.0,0.0,0.003875968992248062,0
j*****n,"Fitur Terbaik:Touchscreen
Sepadan dengan Harga:Terjangkau

Barangnya sesuai orderan, respon nya cepet... Terima kasih ka🙏",5,0,1742186261,fitur terbaik touchscreen sepadan dengan harga terjangkau barangnya sesuai orderan respon nya cepet terima kasih ka,fitur terbaik touchscreen sepadan dengan harga terjangkau barangnya sesuai orderan respon nya cepet terima kasih ka,16,positive,0.75,115,0.008695652173913044,0.0,0.0,0.0,0.002173913043478261,0
shoera.id,"Desain:model nya standard,bukan model jadul yg tebel gtu
Kondisi Barang:ada lecet/minus pemakaian di body laptopnya
Kualitas:oke bangett

so far bagus semua sih, laptopnya sesuai sama yg aku pesen i7,gen7 layar 14 inch walau bukan type yg aku tulis di note. Semuanya masih oke kecuali body nya aja ada minus pemakaian tapi ga mempengaruhi sih karna yg penting performa laptopnya.Untuk baterainya blm di coba sih ketahanannya, keyboard nya masih oke, buat scroll nya juga masih oke. Pluss nya lagi pengirimanyya cepet beneerr",5,0,1741687128,desain model nya standard bukan model jadul yg tebel gtu kondisi barang ada lecet minus pemakaian di body laptopnya kualitas oke bangett so far bagus semua sih laptopnya sesuai sama yg aku pesen i7 gen7 layar 14 inch walau bukan type yg aku tulis di note semuanya masih oke kecuali body nya aja ada minus pemakaian tapi ga mempengaruhi sih karna yg penting performa laptopnya untuk baterainya blm di coba sih ketahanannya keyboard nya masih oke buat scroll nya juga masih oke pluss nya lagi pengirimanyya cepet beneerr,desain model nya standard bukan model jadul yg tebel gtu kondisi barang ada lecet minus pemakaian di body laptopnya kualitas oke bangett so far bagus semua sih laptopnya sesuai sama yg aku pesen i7 gen7 layar 14 inch walau bukan type yg aku tulis di note semuanya masih oke kecuali body nya aja ada minus pemakaian tapi ga mempengaruhi sih karna yg penting performa laptopnya untuk baterainya blm di coba sih ketahanannya keyboard nya masih oke buat scroll nya juga masih oke pluss nya lagi pengirimanyya cepet beneerr,88,positive,0.75,518,0.013513513513513514,0.4431818181818182,0.0,0.0,0.11417383292383293,0
rezekiberkah8,"Sellernya amanah, sebelum barang dikirim dicek dulu, kalau ada masalah langsung dikonfirmasi ke pembeli, barang kualitas bagus beneran ini mah, makasih, sukses selalu",5,0,1742014677,sellernya amanah sebelum barang dikirim dicek dulu kalau ada masalah langsung dikonfirmasi ke pembeli barang kualitas bagus beneran ini mah makasih sukses selalu,sellernya amanah sebelum barang dikirim dicek dulu kalau ada masalah langsung dikonfirmasi ke pembeli barang kualitas bagus beneran ini mah makasih sukses selalu,23,positive,0.75,161,0.006211180124223602,0.08695652173913043,0.0,0.0,0.023291925465838508,0
yuliantoasri,"Desain:menarik
Kondisi Barang:mulus
Fungsi:berfungsi dengan baik

Telah diterima dengan baik dan benar dan sesuai dengan pesanan 
Ok sip 
Terimakasih Shopee terimakasih seller terimakasih kurir",5,0,1764217985,desain menarik kondisi barang mulus fungsi berfungsi dengan baik telah diterima dengan baik dan benar dan sesuai dengan pesanan ok sip terimakasih shopee terimakasih seller terimakasih kurir,desain menarik kondisi barang mulus fungsi berfungsi dengan baik telah diterima dengan baik dan benar dan sesuai dengan pesanan ok sip terimakasih shopee terimakasih seller terimakasih kurir,27,positive,0.75,190,0.010526315789473684,0.37037037037037035,0.0,0.0,0.095224171539961,0
hardono_1281,"Desain:sesuai harapan
Kondisi Barang:bagus
Fungsi:normal, semoga awet kedepannya",5,0,1741681506,desain sesuai harapan kondisi barang bagus fungsi normal semoga awet kedepannya,desain sesuai harapan kondisi barang bagus fungsi normal semoga awet kedepannya,11,positive,0.75,79,0.012658227848101266,0.0,0.0,0.0,0.0031645569620253164,0
erniam,Barangx sdh sampai dan berfungsi normal...semoga awet yaa,5,0,1741686118,barangx sdh sampai dan berfungsi normal semoga awet yaa,barangx sdh sampai dan berfungsi normal semoga awet yaa,9,neutral,0.55,55,0.01818181818181818,0.0,0.0,0.0,0.004545454545454545,0
lilisanin2,,5,0,1742012850,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
indahnovita_17,,5,1,1742185457,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
mydastan_olshop,"Desain:good
Kondisi Barang:good
Kualitas:bagus walaupun second ya",5,0,1741685388,desain good kondisi barang good kualitas bagus walaupun second ya,desain good kondisi barang good kualitas bagus walaupun second ya,10,positive,0.75,65,0.03076923076923077,0.2,0.0,0.0,0.057692307692307696,0
herwinrohadi,"barang sampai dengan aman, sesuai pesanan. terima kasih banyak",5,0,1741763957,barang sampai dengan aman sesuai pesanan terima kasih banyak,barang sampai dengan aman sesuai pesanan terima kasih banyak,9,positive,0.75,60,0.0,0.0,0.0,0.0,0.0,0
casila_789,"Desain:menarik
Kondisi Barang:datang dalam keadaan mulus
Kualitas:bagus dan rapih

Barang mendarat dengan selamat, semoga berfungsi baik dan awet, makasih seller",4,0,1741677978,desain menarik kondisi barang datang dalam keadaan mulus kualitas bagus dan rapih barang mendarat dengan selamat semoga berfungsi baik dan awet makasih seller,desain menarik kondisi barang datang dalam keadaan mulus kualitas bagus dan rapih barang mendarat dengan selamat semoga berfungsi baik dan awet makasih seller,23,positive,0.75,158,0.012658227848101266,0.17391304347826086,0.0,0.0,0.046642817831590536,0
abhalim784,Fitur Terbaik:bagus,5,0,1742186567,fitur terbaik bagus,fitur terbaik bagus,3,positive,0.75,19,0.0,0.0,0.0,0.0,0.0,0
firgis,,5,0,1742188131,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
i*****9,Sepadan dengan Harga:Alhamdulillah barang sesuai 👍,5,0,1741931145,sepadan dengan harga alhamdulillah barang sesuai,sepadan dengan harga alhamdulillah barang sesuai,6,positive,0.75,48,0.020833333333333332,0.0,0.0,0.0,0.005208333333333333,0
jhulhi,"Desain:mantap
Kondisi Barang:seperti baru
Fungsi:berfungsi

Paket sampai lengkap berfungsi dengan baik.. Semoga awet. 
Second rasa baru",5,0,1764915273,desain mantap kondisi barang seperti baru fungsi berfungsi paket sampai lengkap berfungsi dengan baik semoga awet second rasa baru,desain mantap kondisi barang seperti baru fungsi berfungsi paket sampai lengkap berfungsi dengan baik semoga awet second rasa baru,19,positive,0.75,130,0.0,0.21052631578947367,0.0,0.0,0.05263157894736842,0
rendypojok,"Barang aman,,,semoga awet",5,0,1742009718,barang aman semoga awet,barang aman semoga awet,4,neutral,0.55,23,0.0,0.0,0.0,0.0,0.0,0
n*****a,,5,1,1742186652,,,1,neutral,0.55,0,0.0,0.0,0.0,0.0,0.6,1
zuyyinarpl02,"Desain:ok
Kondisi Barang:ok
Fungsi:ok

Sejauh ini kondisi baik barang sudah di tes baik, semoga awet.",5,0,1741676036,desain ok kondisi barang ok fungsi ok sejauh ini kondisi baik barang sudah di tes baik semoga awet,desain ok kondisi barang ok fungsi ok sejauh ini kondisi baik barang sudah di tes baik semoga awet,18,neutral,0.55,98,0.0,0.5,0.0,0.0,0.125,0
bram091290,"Desain keren , kondisi barang sesuai kondisi second bagus ,cuma mngkin lupa penjualnya ,sy minta free mouse ,nga ada di dos, overall godd",5,0,1761538696,desain keren kondisi barang sesuai kondisi second bagus cuma mngkin lupa penjualnya sy minta free mouse nga ada di dos overall godd,desain keren kondisi barang sesuai kondisi second bagus cuma mngkin lupa penjualnya sy minta free mouse nga ada di dos overall godd,22,positive,0.75,131,0.022900763358778626,0.09090909090909091,0.0,0.0,0.028452463566967384,0
rijal2002,"Kondisi Barang:bagus
Desain:modern
Kualitas:mantap lah",5,0,1741921981,kondisi barang bagus desain modern kualitas mantap lah,kondisi barang bagus desain modern kualitas mantap lah,8,positive,0.75,54,0.0,0.0,0.0,0.0,0.0,0
l*****i,"Sepadan dengan Harga:iya

Barang sampai dengan kondisi baik dan normal,dengan harga segitu bisa dapet laptop  sebagus ini 👍",5,0,1742010292,sepadan dengan harga iya barang sampai dengan kondisi baik dan normal dengan harga segitu bisa dapet laptop sebagus ini,sepadan dengan harga iya barang sampai dengan kondisi baik dan normal dengan harga segitu bisa dapet laptop sebagus ini,19,neutral,0.55,119,0.0,0.2631578947368421,0.0,0.0,0.06578947368421052,0
f*****6,"Desain:menarik
Kondisi Barang:baik tapi gk ada kardus aslinya dan stiker belakangnya udah kelupas tapi gpp kondisi barang bagus
Fungsi:semua berjalan dengan lancar",4,0,1741676733,desain menarik kondisi barang baik tapi gk ada kardus aslinya dan stiker belakangnya udah kelupas tapi gpp kondisi barang bagus fungsi semua berjalan dengan lancar,desain menarik kondisi barang baik tapi gk ada kardus aslinya dan stiker belakangnya udah kelupas tapi gpp kondisi barang bagus fungsi semua berjalan dengan lancar,25,positive,0.75,163,0.006134969325153374,0.24,0.0,0.0,0.06153374233128834,0
safbihani,"Baru dipake 2 mingguan, karena libur sekolah jadi gak dihidupkan selama 2 Minggu, ehh pas mau dipakai ternyata SSD-nya rusak, dan kondisi dalam body laptopnya kotor bet
Tau sih laptop second tapi gak separah ini juga",1,10,1762911605,baru dipake 2 mingguan karena libur sekolah jadi gak dihidupkan selama 2 minggu ehh pas mau dipakai ternyata ssd nya rusak dan kondisi dalam body laptopnya kotor bet tau sih laptop second tapi gak separah ini juga,baru dipake 2 mingguan karena libur sekolah jadi gak dihidupkan selama 2 minggu ehh pas mau dipakai ternyata ssd nya rusak dan kondisi dalam body laptopnya kotor bet tau sih laptop second tapi gak separah ini juga,37,negative,0.75,213,0.018779342723004695,0.10810810810810811,0.0,0.0,0.0317218627077782,0
